observed_at,source_date,local,market,city_label,project,openings,weekly_hours,base_hourly,incentive_hourly,per_diem_daily,ot_multiplier,confidence,stress_score,source_url,source_text
2026-09-05T04:26:45.677771+00:00,2026-09-08,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,20,60.0,,,,,0.99,50.4,https://where2bro.com/hot-spots/,"GECO (GUARANTEE) - 20 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 6-10’S, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA -10/30, DRUG SCREENING"
2026-09-05T04:26:45.677771+00:00,2026-09-08,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,20,60.0,,,,,0.99,50.4,https://where2bro.com/hot-spots/,"PAYNECREST - 20 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 6-10’S, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA-10/30, DRUG SCREENING"
2026-09-05T04:26:45.677771+00:00,2026-09-08,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,20,,,,,,0.99,30.4,https://where2bro.com/hot-spots/,"GECO - 20 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 40 HRS PLUS OT, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA-10/30, DRUG SCREENING"
2026-09-05T04:26:45.677771+00:00,2026-09-08,350,Hannibal / New Florence,"Hannibal, Mo",Google Project Spade,5,,,,,,0.99,17.9,https://where2bro.com/hot-spots/,"ARCHKEY - 5 - GOOGLE PROJECT SPADE, PROJECT LABOR AGREEMENT, 40 HRS PLUS OT, 6AM START TIME, SAFETY TOE, BACKGROUND CHECK, OSHA-10/30, DRUG SCREENING"
2026-09-05T04:26:45.677771+00:00,2026-09-08,354,Salt Lake City,"Salt Lake City, Ut",Meta / Facebook,9,,,,,,0.92,23.0,https://where2bro.com/hot-spots/,9 - CACHE VALLEY ELECTRIC - REG JW CALL WORKING 5-DAY SCHEDULE WITH OT AND SOME SATURDAYS AT FACEBOOK.
2026-09-05T04:26:45.677771+00:00,2026-09-08,354,Salt Lake City,"Salt Lake City, Ut",Meta,2,,,,,,0.92,11.0,https://where2bro.com/hot-spots/,2 - SKYLINE ELECTRIC - REG JW CALL WORKING 5-DAY SCHEDULE WITH OT SECOND SHIFT AT META. START TIME 4:30 PM. REPORT TO SHOP FOR ORIENTATION. START WORK ON JOBSITE ON THE 8TH.
2026-09-05T04:26:45.677771+00:00,2026-09-08,354,Salt Lake City,"Salt Lake City, Ut",QTS,2,,,,,,0.98,11.0,https://where2bro.com/hot-spots/,2 - SKYLINE ELECTRIC - REG JW CALL WORKING 5-DAY SCHEDULE WITH OT AT QTS. JW BASE RATE INCREASES OF 15$ PER HOUR ALL HOURS WORKED FOR JW CLASS AND HIGHER. START TIME 7 AM. CALL SHOP AFTER DISPATCH FOR ORIENTATION AND SCHEDULING.
2026-09-05T04:26:45.677771+00:00,2026-09-08,354,Salt Lake City,"Salt Lake City, Ut",QTS,20,50.0,,,225.0,,0.98,50.4,https://where2bro.com/hot-spots/,20 - WASATCH ELECTRIC - REG JW CALL WORKING AT QTS FOR A 5_DAY SCHEDULE WITH OT PLUS A 225$ INCENTIVE ON EACH 10-HOUR DAY (8 HOURS STRAIGHT 2-OT) WORKED MONDAY THRU FRIDAY. 225$ INCENTIVE ON 8-HOUR OT SATURDAY.
2026-09-05T04:26:45.677771+00:00,2026-09-08,401,Reno,"Reno, Nv",EdgeCore,6,50.0,10.0,10.0,,,0.98,39.5,https://where2bro.com/hot-spots/,"REDWOOD ELECTRIC GROUP INC - 6 REG JW CALL FOR RNO1/EDGECORE (SWING), 3:30PM START, 5-10S&8, $10HR OVERSCALE, REPORT NEXT DAY."
2026-09-05T04:26:45.677771+00:00,2026-09-08,401,Reno,"Reno, Nv",EdgeCore,2,50.0,,10.0,,,0.98,31.0,https://where2bro.com/hot-spots/,"BRIGGS ELECTRIC - 2 REG JW CALLS FOR EDGECORE WORKING 5-10’S. REG. TIME WILL BE PAID $10 OVER SCALE, OT $15, AND DT $20. PLEASE REPORT TO SHOP AFTER DISPATCH."
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,1,60.0,,,,,0.98,26.9,https://where2bro.com/hot-spots/,1 JW BURNS ELECTRIC - LONG CALLS FOR QTS EAST CAMPUS FOR DUCT BANK/TERMINATIONS. WORKING (6) 10S. JOURNEYMAN CLASS A REQUIRED. REPORT M-F AT 6AM TO ONBOARD.
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",EWD Data Center,45,60.0,10.0,10.0,,2.0,1.0,78.3,https://where2bro.com/hot-spots/,"45 JW CST - LONG CALLS FOR EWD DATA CENTER. CURRENTLY WORKING (6) 10S, STARTING AT 7AM. OSHA 10 OR 30, BACKGROUND CHECK, AND DRUG SCREEN ARE REQUIRED. REPORT TUESDAY OR THURSDAY AT 8AM FOR DRUG SCREEN/BACKGROUND CHECK, ORIENTATIONS ARE MWF. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING AN ADDITIONAL $2 OVER SCALE FOR FOREMAN AND GF."
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,1,50.0,10.0,10.0,,2.0,1.0,36.9,https://where2bro.com/hot-spots/,"1 JW CUPERTINO - LONG CALL FOR QTS DATA CENTER TO RUN TRIMBLE. MUST HAVE LAYOUT AND COMPUTER SKILLS. OSHA 10 OR 30 AND JOURNEYMAN A ELECTRICAL LICENSE REQUIRED. CURRENTLY WORKING (5) 10S WITH SOME SATURDAYS, 7AM-530PM. ORIENTATIONS ARE M-THUR AT 7AM. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING $2 FOR FOREMAN AND GF."
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,10,50.0,10.0,10.0,,2.0,1.0,54.0,https://where2bro.com/hot-spots/,"10 JW CUPERTINO - LONG CALLS FOR QTS DATA CENTER. OSHA 10 OR 30 AND JOURNEYMAN A ELECTRICAL LICENSE REQUIRED. CURRENTLY WORKING (5) 10S WITH SOME SATURDAYS, 7AM-530PM. ORIENTATIONS ARE M-THUR AT 7AM. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE. PAYING $2 FOR FOREMAN AND GF."
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,4,50.0,10.0,10.0,,,1.0,36.1,https://where2bro.com/hot-spots/,4 JW KOEHLER ELECTRIC - LONG CALLS FOR WORK AT QTS DATA CENTER. WORKING (5) 10S AND AN 8. PAYING $10 OVER SCALE. OSHA 10 AND IOWA JW LICENSE REQUIRED.
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,2,50.0,10.0,10.0,,2.0,1.0,41.0,https://where2bro.com/hot-spots/,2 JW THE BAKER GROUP - LONG CALLS FOR QTS DATA CENTER DOING CONTROL WORK. OSHA 10 OR 30 REQUIRED. CURRENTLY WORKING 5-10S AND 8 ON SATURDAY. ONBOARD TUESDAYS AND THURSDAYS AT 1PM. PAYING $10 OVER SCALE AND ALL OVERTIME AT THE DOUBLE TIME RATE.
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,10,40.0,10.0,10.0,,2.0,1.0,44.0,https://where2bro.com/hot-spots/,"10 JW TRICITY ELECTRIC - LONG CALLS FOR QTS DATA CENTER. (5) 8 SCHEDULE CURRENTLY WORKING (6) 10S, STARTING AT 6AM. OSHA 10 OR 30 AND ELECTRICAL LICENSE REQUIRED. ORIENTATION IS ON TUESDAYS AND WEDNESDAYS AT 7AM. PAYING $10 OVER SCALE AND ALL OT AT DOUBLE TIME RATE."
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",QTS,4,50.0,,,,2.0,1.0,36.1,https://where2bro.com/hot-spots/,"4 JW WESTPHAL - LONG CALLS FOR QTS DATA CENTER. CURRENTLY WORKING (5) 10S WITH SOME SATURDAYS, STARTING AT 6:45AM. PAYING ALL OT AT DOUBLE TIME RATE. ORIENTATIONS ARE ON SITE M-F."
2026-09-05T04:26:45.677771+00:00,2026-09-08,405,Cedar Rapids,"Cedar Rapids, Ia",EWD Data Center,4,,,,,,1.0,16.1,https://where2bro.com/hot-spots/,"4 JW CBRE - CBRE IS HIRING FOR MULTIPLE SHIFTS AT THE EWD DATA CENTER TO PROVIDE 24/7 COVERAGE WHEN THE FACILITY COMES ONLINE. 4 JW ON 1ST, 2 JW ON 2ND(17.3%), AND 2 JW ON 3RD(31.4%). ROTATING FROM M-F TO W-SUN. FOR MORE QUESTIONS AND TO VIEW THE CBRE AGREEMENT, CALL OR STOP BY THE HALL. ONBOARDING STARTS 7/6/26. THEIR SHIFT NEEDS ARE AS FOLLOWS:"
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,21,60.0,,,,,0.92,50.9,https://where2bro.com/hot-spots/,"GURTZ - 21 REG JW CALLS FOR MICROSOFT WORKING 6-10’S - WISCONSIN INSIDE JOURNEYMAN LICENSE OR 2+ YEARS OF VERIFIABLE INSIDE WIREMAN EXPERIENCE AND A WISCONSIN REGISTERED ELECTRICIAN LICENSE, LONG SLEEVE SHIRT & STEEL-TOED BOOTS"
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,18,,,,,,0.92,29.4,https://where2bro.com/hot-spots/,MJ ELECTRIC - 18 REG JW CALLS FOR MICROSOFT WORKING 40HR+/WEEK - WISCONSIN INSIDE JOURNEYMAN LICENSE
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,4,,,,,,0.92,16.1,https://where2bro.com/hot-spots/,"ROMAN ELECTRIC - 4 REG JW CALLS FOR MICROSOFT WORKING 40HRS+/WEEK - WISCONSIN JOURNEYMAN LICENSE, LONG SLEEVE SHIRT & STEEL-TOED BOOTS"
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,2,,,,,,0.92,11.0,https://where2bro.com/hot-spots/,"UIHLEIN ELECTRIC - 2 REG JW CALLS FOR MICROSOFT WORKING 40HRS+/WEEK - WISCONSIN JOURNEYMAN LICENSE, LONG SLEEVE SHIRT & STEEL-TOED BOOTS"
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,5,,,,,,0.92,17.9,https://where2bro.com/hot-spots/,"LEE MECHANICAL - 5 REG JW CALL FOR MICROSOFT WORKING 40HRS+/WEEK - WISCONSIN JOURNEYMAN LICENSE, LONG SLEEVE SHIRT & STEEL-TOED BOOTS"
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,6,,,,,,0.92,19.5,https://where2bro.com/hot-spots/,PIEPER ELECTRIC - 6 REG JW CALLS FOR MICROSOFT WORKING 50HRS+/WEEK - WISCONSIN JOURNEYMAN LICENSE OR INSIDE JOURNEYMAN LICENSE FROM A RECIPROCAL STATE. LONG SLEEVE SHIRT & STEEL-TOED BOOTS
2026-09-05T04:26:45.677771+00:00,2026-09-08,430,Racine / SE Wisconsin,"Racine, Wi",Microsoft,10,58.0,,,,,0.92,42.0,https://where2bro.com/hot-spots/,"MEADE - 10 REG JW CALLS FOR MICROSOFT WORKING 5-10’S & 1-8/WEEK - WISCONSIN JOURNEYMAN LICENSE, LONG SLEEVE SHIRT & STEEL-TOED BOOTS - UNDERGROUND CONDUIT, GROUNDING, AND MANHOLE WORK."
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,4,,10.0,,,,1.0,16.1,https://where2bro.com/hot-spots/,4 - TRI CITY ELECTRIC - MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER CURRENTLY PAYING JW WAGE PLUS $10/HR BASE WAGE INCREASE MUST HAVE A VALID WISCONSIN ELECTRICAL LICENSE SAFETY TOE BOOTS REQUIRED
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,30,54.0,,,,,1.0,48.3,https://where2bro.com/hot-spots/,"30 - GURTZ ELECTRIC - MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER MUST HAVE A VALID WISCONSIN ELECTRICAL LICENSE 50-58 HOURS PER WEEK, SAFETY TOE BOOTS REQUIRED - MUST HAVE PHYSICAL COPY OF THE FOLLOWING: PASSPORT OR TWO FORMS OF GOVERNMENT ID (IE. DRIVERS LICENSE PLUS SOCIAL SECURITY CARD OR BIRTH CERTIFICATE) THIS CALL REQUIRES A COMPLETED AND PASSED DRUG TEST PRIOR TO BEING PERMITTED ACCESS TO THE JOBSITE."
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,30,54.0,,,,,1.0,48.3,https://where2bro.com/hot-spots/,"30 - CUPERTINO ELECTRIC - MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER MUST HAVE VALID WISCONSIN ELECTRICAL LICENSE 50-58 HOURS PER WEEK, SAFETY TOE BOOTS REQUIRED MUST HAVE PHYSICAL COPY OF THE FOLLOWING: PASSPORT OR TWO FORMS OF GOVERNMENT ID (IE. DRIVERS LICENSE PLUS SOCIAL SECURITY CARD OR BIRTH CERTIFICATE) THIS CALL REQUIRES A COMPLETED AND PASSED DRUG TEST PRIOR TO BEING PERMITTED ACCESS TO THE JOBSITE."
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,5,,10.0,,,,1.0,17.9,https://where2bro.com/hot-spots/,5 - PIEPER ELECTRIC - MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER CURRENTLY PAYING JW WAGE PLUS $10/HR BASE WAGE INCREASE WORKING 50+ HOURS PER WEEK MUST HAVE PHYSICAL COPY OF THE FOLLOWING: PASSPORT OR TWO FORMS OF GOVERNMENT ID (IE. DRIVER’S LICENSE PLUS SOCIAL SECURITY CARD OR BIRTH CERTIFICATE) THIS CALL REQUIRES A DRUG TEST
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,2,54.0,10.0,,,,1.0,25.0,https://where2bro.com/hot-spots/,"2 - UIHLEIN ELECTRIC -MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER CURRENTLY PAYING JW WAGE PLUS $10/HR BASE WAGE INCREASE MUST HAVE A VALID WISCONSIN ELECTRICAL LICENSE 50-58 HOURS PER WEEK, SAFETY TOE BOOTS REQUIRED MUST HAVE PHYSICAL COPY OF THE FOLLOWING: PASSPORT OR TWO FORMS OF GOVERNMENT ID (IE. DRIVERS LICENSE PLUS SOCIAL SECURITY CARD OR BIRTH CERTIFICATE) THE CUSTOMER REQUIRES A COMPLETED AND PASSED DRUG TEST PRIOR TO BEING PERMITTED ACCESS TO THE JOBSITE."
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,13,54.0,10.0,,,,1.0,40.4,https://where2bro.com/hot-spots/,"13 - MJ ELECTRIC - MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER CURRENTLY PAYING JW WAGE PLUS $10/HR BASE WAGE INCREASE MUST HAVE A VALID WISCONSIN ELECTRICAL LICENSE 50-58 HOURS PER WEEK, SAFETY TOE BOOTS REQUIRED MUST HAVE PHYSICAL COPY OF THE FOLLOWING: PASSPORT OR TWO FORMS OF GOVERNMENT ID (IE. DRIVERS LICENSE PLUS SOCIAL SECURITY CARD OR BIRTH CERTIFICATE) THIS CALL REQUIRES A COMPLETED AND PASSED DRUG TEST PRIOR TO BEING PERMITTED ACCESS TO THE JOBSITE."
2026-09-05T04:26:45.677771+00:00,2026-09-08,494,Milwaukee / SE Wisconsin,"Milwaukee, Wi",Port Washington Data Center,1,54.0,10.0,,,,1.0,20.9,https://where2bro.com/hot-spots/,1 - ROMAN ELECTRIC - MILWAUKEE INSIDE JW FOR A LONG CALL - JOBSITE: PORT WASHINGTON DATA CENTER CURRENTLY PAYING JW WAGE PLUS $10/HR BASE WAGE INCREASE MUST HAVE A VALID WISCONSIN ELECTRICAL LICENSE 50-58 HOURS PER WEEK MUST HAVE PHYSICAL COPY OF THE FOLLOWING: PASSPORT OR TWO FORMS OF GOVERNMENT ID (IE. DRIVERS LICENSE PLUS SOCIAL SECURITY CARD OR BIRTH CERTIFICATE) THIS CALL REQUIRES A COMPLETED AND PASSED DRUG TEST PRIOR TO BEING PERMITTED ACCESS TO THE JOBSITE.
2026-09-05T04:26:45.677771+00:00,2026-09-08,583,El Paso–Santa Teresa,"El Paso, Tx",Meta El Paso,20,56.7,40.0,15.0,,2.0,0.92,72.1,https://where2bro.com/hot-spots/,"ROSENDIN ELECTRIC - META EL PASO, TX POSITION: 20 OPEN JIW $40/HR + $15 INCENTIVE FOR 90% OF 60/HR PER WK SCHEDULE: 60,60,50/HR ROTATION, OVERTIME IS DOUBLE TIME. REQUIREMENTS: TEXAS STATE JIW LICENSE"
2026-09-05T04:26:45.677771+00:00,2026-09-08,583,El Paso–Santa Teresa,"El Paso, Tx",Project Miner / Santa Teresa,5,60.0,55.0,,,2.0,0.99,47.9,https://where2bro.com/hot-spots/,MASS ELECTRIC - PROJECT MINER SANTA TERESA NEW MEXICO POSITION: 5 OPEN JIW $55/HR ALL OT IS DOUBLE TIME SCHEDULE: 6/10S REQUIREMENTS: NM STATE JIW LICENSE EE98J
2026-09-05T04:26:45.677771+00:00,2026-09-08,583,El Paso–Santa Teresa,"El Paso, Tx",Meta El Paso,1,50.0,40.0,,,,0.92,16.9,https://where2bro.com/hot-spots/,VFC META EL PASO TEXAS POSITION: 1 OPEN JIW $40/HR SCHEDULE:5/10S REQUIREMENTS: TEXAS STATE JIW LICENSE
2026-09-05T04:26:45.677771+00:00,2026-09-08,583,El Paso–Santa Teresa,"El Paso, Tx",Project Miner / Santa Teresa,7,50.0,55.0,,,2.0,0.99,40.8,https://where2bro.com/hot-spots/,B & D INDUSTRIES PROJECT MINER SANTA TERESA NEW MEXICO POSITION: 7 OPEN JIW $55/HR ALL OT IS DOUBLE TIME AFTER 40HRS WORKED SCHEDULE: 5/10S WITH OPTIONAL OT ON SATURDAYS REQUIREMENTS: NM STATE JIW LICENSE EE98J
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",Equinix,4,48.0,,,,,1.0,24.1,https://where2bro.com/hot-spots/,"4 - CLEVELAND ELECTRIC COMPANY, INC - REG JW CALL FOR EQUINIX DATA CENTER - INDEFINITE CALL WORKING 4-10’S & 1-8 MON-FRI STARTING AT 6:30AM NEW DATA CENTER BESIDE ATL MOTOR SPEEDWAY - MAJORITY OF THE WORK IS INSIDE"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",Fulton Industrial Data Center,5,48.0,,,,,1.0,25.9,https://where2bro.com/hot-spots/,"5 - CLEVELAND ELECTRIC COMPANY, INC - REG JW CALL FOR FULTON INDUSTRIAL DATA CENTER - INDEFINITE CALL WORKING 4-10’S & 1-8 MON-FRI STARTING AT 6:30"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",T5 Data Center,1,50.0,,,,,1.0,16.9,https://where2bro.com/hot-spots/,"1 - CLEVELAND ELECTRIC COMPANY, INC - REG JW CALL FOR T5 DATA CENTER - INDEFINITE CALL WORKING 5-10’S MON-FRI AT 6AM"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",Switch,7,56.0,,,,,1.0,36.8,https://where2bro.com/hot-spots/,"7 - INGLETT & STUBBS -REG JW CALL FOR SWITCH DATA CENTER - INDEFINITE CALL WORKING 4-10’S & 2-8’S MON-SAT STARTING AT 6:30AM SATURDAYS ARE OPTIONAL JOBSITE ORIENTATION IS MON-FRI, SAFETY TOE SHOES REQUIRED NEW CONSTRUCTION DATA CENTER"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,40,48.0,,,,,1.0,45.1,https://where2bro.com/hot-spots/,40 - INGLETT & STUBBS -REG JW CALL FOR QTS FAYETTE - REG JW CALL FOR SWITCH DATA CENTER - INDEFINITE CALL WORKING 4-10’S & 1-8’S MON-SAT STARTING AT 6:30AM SATURDAYS ARE OPTIONAL
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",DataBank,21,48.0,,,,,0.98,38.9,https://where2bro.com/hot-spots/,21 - INGLETT & STUBBS -REG JW CALL FOR DATABANK - INDEFINITE CALL WORKING 4-10’S & 1-8 MON-FRI STARTING AT 6:30AM
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,4,56.0,,,,,0.98,32.1,https://where2bro.com/hot-spots/,4 - MILL - REG JW CALL FOR QTS FAYETTE - INDEFINITE CALL WORKING 4-10’S & 2-8’S MON-SAT STARTING AT 6AM
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",Equinix,4,58.0,,,,,1.0,34.1,https://where2bro.com/hot-spots/,"4 - MILLER ELECTRIC COMPANY FL -REG JW CALL FOR EQUINIX DATA CENTER - INDEFINITE CALL WORKING 5-10’S & 1-8 MON-SAT STARTING AT 6AM ALL INSIDE WORK- DATA HALL BUILD OUT, CABLE TRAY, LIGHTING AND WHIP INSTALLATION"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",Unclassified data center,2,58.0,,,,,1.0,29.0,https://where2bro.com/hot-spots/,2 - MILLER ELECTRIC COMPANY FL -REG JW CALL FOR FOREMAN INTERVIEW FOR HAMPTON DATA CENTER JOB IS WORKING 5-10’S & 1-8 MON-SAT STARTING AT 6AM
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,20,50.0,,,,,0.98,40.4,https://where2bro.com/hot-spots/,"20 - MILLER ELECTRICAL CONTRACTORS TN - REG JW CALL FOR CABLE SPLICER QTS FAYETTE - INDEFINITE CALL WORKING 5-10’S MON-FRI WITH A 6AM START - SPECIAL SKILLS REQUIRED-3 YEARS DOCUMENTED EXPERIENCE (RESUME AND MANUFACTURER-SPECIFIC TRAINING CERTS) INSTALLER MUST COMPLETE SHERMCO, NETA OR QTS-APPROVED THIRD PARTY, TRAINING SPECIFIED HEREIN BEFORE PERFORMING WORK. WILL BE WORKING WITH MEDIUM VOLTAGE SPLICES."
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,10,,,,,,1.0,24.0,https://where2bro.com/hot-spots/,"10 - MILLER ELECTRICAL CONTRACTORS TN - REG JW CALL FOR QTS FAYETTEVILLE / DC-4 - INDEFINITE CALL: WORKING 4-10″S @ 1-8 MON-FRI, START 6:30AM ADDRESS: 167 TYRONE ROAD FAYETTEVILLE, GA PARKING OFF SITE DATA CENTER HALL BUILD OUT, RUNNING CONDUIT, CABLE TRAY & MC FEEDERS NON-SMOKING JOB"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,2,48.0,44.0,,,,0.98,19.0,https://where2bro.com/hot-spots/,2 - MILLER ELECTRICAL CONTRACTORS TN - REG JW CALL FOR MILLER TN / QTS FAYETTEVILE QA/QC INTERVIEW - INDEFINITE CALL WORKING 4-10’S & 1-8 START 6;30AM QA/QC EXPERIENCE REQUIRED PAYING FOREMAN PAY $44.00 INTERVIEWING AND HIRING 2
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,10,40.0,,,,,0.98,24.0,https://where2bro.com/hot-spots/,"10 - SUTTON ELECTRIC -REG JW CALL FOR QTS CENTER - INDEFINATE CAL WORKING 4-10’S, 6:30AM TO 5PM MON THRU FRIDAY HVAC CONTROL"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,1,,,,,,0.98,6.9,https://where2bro.com/hot-spots/,1 - SUTTON ELECTRIC -REG JW CALL FOR QTS FAYETTEVILLE FOREMAN INTERVIEW
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",Switch,11,40.0,,,,,1.0,24.8,https://where2bro.com/hot-spots/,"11 - UPTIME ELECTRIC COMPANY, INC - REG JW CALL FOR SWITCH DATA CENTER - INDEFINITE CALL WORKING 5-8’S MON-FRI STARTING AT 6AM - SAFETY TOE BOOTS REQUIRED"
2026-09-05T04:26:45.677771+00:00,2026-09-08,613,Atlanta,"Atlanta, Ga",QTS,40,56.0,,,,,0.98,53.1,https://where2bro.com/hot-spots/,"40 - WHITEHEAD ELECTRIC COMPANY - REG JW CALL FOR QTS DC3 - INDEFINITE CALL WORKING 4-10’S & 2-8’S MON-SAT STARTING AT 6AM HANGING CABLE TRAY, PULLING FEEDER MC FROM PDU’S TO RPP’S JOBSITE ORIENTATION IS MON-THURS. SAFETY TOED BOOTS REQUIRED"
2026-09-05T04:26:45.677771+00:00,2026-09-08,1105,Newark–New Albany,"Newark, Oh",Meta,6,,,,,,0.92,19.5,https://where2bro.com/hot-spots/,6-TELEDATA WORKERS FOR STONER ELECTRIC GROUPPROJECT META NEW ALBANY. START DATE 5-25. START TIME 6:00AM. WORKING MON-FRI 6:00-2:30-OT AVAILABLE TILL 4:30: SATURDAY AND SUNDAY WORK CONDITIONALLY AVAILABLE. 6 MONTHS +
2026-09-05T04:26:45.677771+00:00,2026-09-08,1105,Newark–New Albany,"Newark, Oh",Vantage,7,40.0,,,,2.0,0.98,30.8,https://where2bro.com/hot-spots/,"7-JWS FOR THE SUPERIOR GROUP AT VANTAGE. START TIME 7AM. WORKING 4-10S AND 2-8’S. ALL OVERTIME PAID AS DOUBLE TIME, 6 LUNCHES PROVIDED."
2026-09-05T04:26:45.677771+00:00,2026-09-08,1426,Fargo–Harwood,"Grand Forks, Nd",Unclassified data center,2,60.0,44.8,,100.0,,1.0,36.0,https://where2bro.com/hot-spots/,"COLSTRIP ELECTRIC 9/4/26 - 2 JW WORKING 6-10’S AT THE DATA CENTER IN HARWOOD, ND. PAY IS $44.80/HR. $100/DAY INCENTIVE PAY MONDAY - FRIDAY AND $150 ON SATURDAYS AND SUNDAYS BASED ON COMPANY ATTENDANCE POLICY. AN ADDITIONAL $100/DAY FOR A ND LICENSE BASED ON ATTENDANCE POLICY. $100/DAY PER DIEM (NON-TAXED) WITH A GPS RADIUS OF 100 MILES OR MORE FROM THE JOB SITE TO THE ADDRESS ON YOUR CURRENT DRIVERS LICENSE. ND LICENSE, DRUG TEST AND 2 FORMS OF ID REQUIRED. **BIDDING BEGINS AT 5PM 9/4/26 AND ENDS AT 8AM 9/8/26.**"
